what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348217524449
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348217524450
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1348217524891
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1348217524907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217528417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217533159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217540375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217555813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217561488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217574731
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1348217574953
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1348217574976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217580527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217826767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348217848489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348218884232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348218893380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348221788256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348221800962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348221802830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348221819097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279384410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279418867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279458653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279464490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279481686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279484776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279501162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279504718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279512402
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348279519945
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348279535001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279542173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279547427
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348279550393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279554676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279580969
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348279580985
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348279590969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348279629169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348279649750
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1348279654656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279668418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279679991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279689924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279693104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348279701396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279705565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279711626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279737238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279752528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348279758171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348279760629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279764924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279767769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348279772065
