what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348324974697
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348324980925
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348324984852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348324986049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348324986277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348324987857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348324989659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348324990521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348324994832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348324996201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348324999814
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348325001639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348325004473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325010804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325037508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325038301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325051258
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348325053085
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348325057319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325073842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325080258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348325109999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325119377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325157346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325159829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325175635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348325177070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325178522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325179675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325180207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325489578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348325491965
