what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284242789
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348284253066
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348284258825
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1348284259202
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1348284259478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348284262078
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1348284262078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284291603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284310531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284314269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284317144
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348284320697
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1348284321017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284328406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284403319
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1348284406108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284410310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284423243
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1348284423358
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348284426044
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348284434685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284437315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348284437540
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1348284442817
